fullVisitorId,channelGrouping,weekend_prop,hour,sessionId,device.browser,device.deviceCategory,device.isMobile,device.operatingSystem,totals.hits,totals.pageviews,bounce_prop,trafficSource.medium
1634312136039680000,Organic Search,0,23,1,Chrome,desktop,0,Macintosh,17,15,0,organic
1634397925109670000,Organic Search,0.166666667,19,6,Chrome,desktop,0,Windows,11,9.5,0,organic
1634435651836890000,Referral,0.285714286,9,7,Chrome,desktop,0,Macintosh,7,7,0,referral
1634896680671580000,Referral,0.25,17.5,4,Chrome,desktop,0,Macintosh,9,7,0.25,referral
1636432037261130000,Referral,0.25,17.5,4,Chrome,desktop,0,Macintosh,3.5,3.5,0,referral
1637147905663680000,Referral,0,16.5,4,Chrome,desktop,0,Macintosh,18,13.5,0,referral
1637834892997290000,Paid Search,0,17,3,Chrome,desktop,0,Chrome OS,11,11,0,cpc
1638541388980170000,Direct,0,8,1,Chrome,desktop,0,Macintosh,58,46,0,(none)
1638979583737080000,Organic Search,0.5,17,6,Internet Explorer,desktop,0,Windows,7,6.5,0.166666667,organic
1639072713254970000,Referral,0,19,3,Chrome,desktop,0,Linux,14,7,0.333333333,referral
1639589047263370000,Referral,0.25,6.5,24,Chrome,desktop,0,Macintosh,11,7.5,0.041666667,referral
1642230725550390000,Referral,0,1,4,Chrome,desktop,0,Windows,19.5,12.5,0.25,referral
1642287207440790000,Direct,0,18,2,Chrome,desktop,0,Windows,23,22.5,0,(none)
1643426621514510000,Organic Search,0,7,1,Chrome,mobile,1,Android,15,13,0,organic
1644386614096070000,Referral,0,19.5,8,Chrome,desktop,0,Macintosh,3.5,3.5,0.375,referral
1644471510299160000,Organic Search,0.5,1,2,Chrome,mobile,1,Android,9,9,0,organic
1646747992905800000,Organic Search,0,22,5,Chrome,desktop,0,Macintosh,11,11,0.2,organic
1647919038367420000,Organic Search,0,21,1,Chrome,desktop,0,Macintosh,13,13,0,organic
1648291834073440000,Organic Search,0,2,3,Chrome,desktop,0,Macintosh,20,16,0,organic
1649731062336600000,Referral,0,2,1,Chrome,desktop,0,Macintosh,49,43,0,referral
1651859636793470000,Direct,0,19,5,Chrome,desktop,0,Chrome OS,27,21,0,(none)
1655187180977810000,Referral,0,20,1,Chrome,desktop,0,Macintosh,31,25,0,referral
1655308906576480000,Organic Search,0,18,3,Chrome,tablet,1,iOS,36,30,0,organic
1655430627864070000,Organic Search,0,10,3,Chrome,desktop,0,Windows,33,27,0,organic
1656531747952180000,Organic Search,0,18.5,4,Chrome,desktop,0,Macintosh,10.5,9.5,0.25,organic
1656927552400470000,Referral,0,5,2,Chrome,desktop,0,Macintosh,53.5,47.5,0,referral
1657507319554200000,Direct,0,21,2,Chrome,desktop,0,Windows,31,28.5,0,(none)
1658702239532330000,Referral,0,18,3,Chrome,desktop,0,Chrome OS,9,6,0,referral
1659300808857860000,Direct,0,22,1,Chrome,desktop,0,Macintosh,86,59,0,(none)
1661905858765970000,Referral,0,21,1,Chrome,desktop,0,Windows,35,28,0,referral
1663588776724480000,Referral,0,10,3,Chrome,desktop,0,Windows,12,8,0,referral
1664525507644430000,Organic Search,0.25,5.5,4,Chrome,desktop,0,Macintosh,3,3,0,organic
1665687379365770000,Referral,0,1,1,Chrome,desktop,0,Macintosh,27,20,0,referral
1665883834078020000,Direct,0,2,2,Chrome,desktop,0,Macintosh,39,29.5,0,(none)
1667204559662870000,Referral,0,18,2,Chrome,desktop,0,Macintosh,18,15,0,referral
1667607933860050000,Referral,0,21,2,Chrome,desktop,0,Windows,12,11,0,referral
1668298604221460000,Referral,0,18,3,Chrome,desktop,0,Macintosh,9,8,0.333333333,referral
1669683377813900000,Organic Search,0,1,1,Chrome,desktop,0,Macintosh,23,20,0,organic
1671489519986360000,Organic Search,0,14,1,Chrome,desktop,0,Macintosh,48,41,0,organic
1672029100835330000,Referral,0,20.5,2,Chrome,desktop,0,Linux,14.5,11,0,referral
1672614276054120000,Organic Search,0.166666667,9,6,Chrome,desktop,0,Macintosh,8,7.5,0,organic
1673188218512890000,Referral,1,14,1,Chrome,desktop,0,Windows,48,34,0,referral
1675106320886120000,Organic Search,0,20,1,Chrome,desktop,0,Macintosh,17,15,0,organic
1675171647898450000,Referral,0,15,7,Chrome,desktop,0,Macintosh,4,4,0.285714286,referral
1675175168497640000,Paid Search,0,13,1,Chrome,mobile,1,Android,33,27,0,cpc
1675608109098320000,Referral,0,10.5,2,Chrome,desktop,0,Macintosh,41,29.5,0,referral
1676917972388470000,Referral,0,18,6,Chrome,desktop,0,Macintosh,10.5,7,0,referral
1677668617700670000,Referral,0.5,7,2,Chrome,desktop,0,Macintosh,18.5,14,0,referral
1680034700682340000,Direct,0,20,3,Chrome,desktop,0,Chrome OS,25,22,0,(none)
1680230246971030000,Organic Search,0,0,1,Chrome,desktop,0,Macintosh,42,38,0,organic
1680608096479290000,Organic Search,0,0,1,Firefox,desktop,0,Windows,28,24,0,organic
1681725530840870000,Organic Search,0,17,3,Safari,mobile,1,iOS,9,6,0.333333333,organic
1681975491896940000,Organic Search,0.6,13,5,Chrome,desktop,0,Windows,5,5,0.4,organic
1682749722677870000,Referral,0,19.5,4,Chrome,desktop,0,Linux,9.5,8,0,referral
1685152054831160000,Direct,0,1,3,Chrome,mobile,1,Android,6,5,0.333333333,(none)
1685233972617660000,Organic Search,0.666666667,8,3,Chrome,desktop,0,Windows,20,16,0,organic
1685335291483410000,Direct,0,18,1,Chrome,mobile,1,iOS,18,18,0,(none)
1687498847515770000,Organic Search,0.2,9.5,10,Chrome,desktop,0,Macintosh,4,4,0,organic
1689971713322520000,Referral,0.333333333,15,3,Chrome,desktop,0,Macintosh,17,11,0,referral
1691262461712940000,Referral,0.125,18.5,16,Chrome,desktop,0,Chrome OS,9.5,8.5,0.25,referral
1693439860882380000,Organic Search,1,13,1,Chrome,desktop,0,Windows,18,15,0,organic
1697669626154340000,Direct,0,18,1,Chrome,desktop,0,Windows,46,42,0,(none)
1700283249840380000,Organic Search,0,4,1,Safari,desktop,0,Macintosh,36,26,0,organic
1700609130289530000,Organic Search,1,14,1,Chrome,desktop,0,Macintosh,22,18,0,organic
1702474213534150000,Referral,0,16,3,Chrome,desktop,0,Chrome OS,5,5,0,referral
1703470801983280000,Display,0,20,1,Chrome,desktop,0,Macintosh,22,18,0,cpm
1704026974933410000,Organic Search,0,16,1,Chrome,desktop,0,Macintosh,27,22,0,organic
1704063406667440000,Organic Search,0,17,1,Firefox,desktop,0,Windows,29,28,0,organic
1704269846042140000,Referral,0,18.5,2,Chrome,desktop,0,Windows,5.5,5,0.5,referral
1705138501904160000,Organic Search,0,21,1,Chrome,desktop,0,Windows,44,34,0,organic
1706545499690430000,Organic Search,1,3,1,Chrome,desktop,0,Chrome OS,60,48,0,organic
1707391697504370000,Referral,0.5,20,2,Chrome,desktop,0,Macintosh,8.5,8.5,0,referral
1707670844479650000,Direct,0,16,3,Chrome,desktop,0,Macintosh,31,22,0,(none)
1708063999877420000,Referral,0,20,9,Chrome,desktop,0,Macintosh,3,3,0.111111111,referral
1709139009550730000,Paid Search,1,16,1,Chrome,desktop,0,Windows,38,32,0,cpc
1709922121501020000,Referral,0.571428571,12,7,Chrome,mobile,1,Android,7,7,0.142857143,referral
1710028680254830000,Organic Search,0,1,5,Firefox,desktop,0,Windows,22,14,0,organic
1710046532262940000,Referral,0,16,11,Chrome,desktop,0,Macintosh,18,14,0.181818182,referral
1710276641442990000,Referral,1,0,1,Chrome,desktop,0,Macintosh,56,47,0,referral
1712066703099480000,Referral,0.083333333,6.5,12,Chrome,desktop,0,Chrome OS,5,5,0.166666667,referral
1712593526957170000,Direct,0,3,1,Chrome,tablet,1,iOS,36,29,0,(none)
1713847086511010000,Referral,0,17.5,2,Chrome,desktop,0,Macintosh,11.5,9.5,0.5,referral
1714224568602110000,Organic Search,1,18,1,Chrome,mobile,1,Android,36,31,0,organic
1716182036681290000,Referral,0.333333333,8,3,Chrome,desktop,0,Chrome OS,21,15,0,referral
1716600198046360000,Referral,0,16,1,Chrome,desktop,0,Macintosh,98,71,0,referral
1716654206018570000,Referral,0,16,1,Edge,desktop,0,Windows,16,15,0,referral
1717181767260910000,Organic Search,0,22,4,Chrome,mobile,1,Android,20.5,17,0.5,organic
1720006022504080000,Direct,0.028571429,18,35,Chrome,desktop,0,Macintosh,4,4,0.314285714,(none)
1720310829947010000,Referral,0,18.5,2,Chrome,desktop,0,Macintosh,15.5,13.5,0,referral
1720457021844230000,Referral,0,20,5,Chrome,desktop,0,Windows,11,8,0.4,referral
1720622772821070000,Referral,0,0,1,Chrome,desktop,0,Windows,32,31,0,referral
1721806610766290000,Referral,0,22,3,Chrome,desktop,0,Macintosh,5,4,0,referral
1722461121471850000,Organic Search,0,14,3,Chrome,mobile,1,Android,8,8,0,organic
1722480716347030000,Referral,0,1,3,Chrome,desktop,0,Macintosh,18,11,0,referral
1722806790293900000,Referral,0.2,19,5,Chrome,desktop,0,Macintosh,7,7,0,referral
1724440306318270000,Referral,0,17,9,Chrome,desktop,0,Windows,6,4,0.222222222,referral
1725664254318120000,Organic Search,0.285714286,17,7,Safari,mobile,1,iOS,1,1,0.571428571,organic
1725749160800980000,Referral,0,3.5,2,Chrome,desktop,0,Macintosh,24.5,19.5,0.5,referral
1727189977391860000,Organic Search,0,20,4,Chrome,desktop,0,Linux,7.5,7.5,0.25,organic
1727477169866920000,Organic Search,1,1,1,Safari,desktop,0,Macintosh,16,14,0,organic
1727715375435940000,Direct,1,15,3,Chrome,mobile,1,Android,3,3,0.333333333,(none)
1728187854815710000,Referral,0,20,1,Chrome,desktop,0,Macintosh,32,26,0,referral
1729268530542910000,Direct,0,18,1,Chrome,desktop,0,Macintosh,29,22,0,(none)
1729629382364840000,Referral,0.2,19,5,Chrome,desktop,0,Macintosh,5,5,0,referral
1733292548126980000,Direct,0,16,1,Chrome,desktop,0,Macintosh,15,15,0,(none)
1733632650779550000,Referral,0,14,1,Chrome,desktop,0,Windows,27,22,0,referral
1735733574864940000,Referral,0,21.5,2,Chrome,desktop,0,Chrome OS,55.5,41.5,0,referral
1735957877782180000,Referral,0,22,4,Chrome,desktop,0,Windows,20.5,16,0,referral
1738165466373860000,Direct,0,18,1,Chrome,desktop,0,Macintosh,15,14,0,(none)
1738541796150060000,Organic Search,0.5,2.5,6,Chrome,desktop,0,Chrome OS,20.5,15.5,0.166666667,organic
1738877552800780000,Referral,0,12.5,2,Chrome,desktop,0,Macintosh,15.5,14,0,referral
1739823917347940000,Organic Search,0.142857143,15,21,Safari,desktop,0,Macintosh,10,6,0.095238095,organic
1740096949560520000,Referral,0.5,19.5,4,Chrome,desktop,0,Macintosh,6.5,6.5,0,referral
1740516675967620000,Referral,0,2.5,2,Chrome,desktop,0,Macintosh,14,10.5,0,referral
1741172694620030000,Organic Search,1,18,1,Chrome,desktop,0,Macintosh,67,44,0,organic
1743601806406480000,Direct,0,16,1,Chrome,desktop,0,Windows,126,78,0,(none)
1743883708888550000,Organic Search,0.5,8.5,2,Chrome,desktop,0,Macintosh,10.5,9.5,0,organic
1747158285206830000,Referral,0,21,1,Chrome,desktop,0,Macintosh,30,23,0,referral
1748823667691880000,Organic Search,1,14,3,Chrome,desktop,0,Windows,51,38,0,organic
1749853719127080000,Direct,0,14,1,Chrome,desktop,0,Macintosh,13,11,0,(none)
1750309305209860000,Referral,0.166666667,20,6,Chrome,desktop,0,Macintosh,8.5,7,0,referral
1750514406451140000,Referral,0,21,3,Chrome,desktop,0,Macintosh,7,7,0,referral
1751309915031020000,Organic Search,0.5,15.5,6,Chrome,desktop,0,Macintosh,9,6.5,0,organic
1754237628873470000,Referral,0,11,2,Chrome,desktop,0,Macintosh,23.5,21.5,0,referral
1754913906837970000,Referral,0,22.5,2,Chrome,desktop,0,Macintosh,18,14.5,0,referral
1755285075789070000,Direct,0,20,5,Safari,mobile,1,iOS,5,4,0.2,(none)
1755438626455870000,Referral,1,0,1,Chrome,desktop,0,Macintosh,47,39,0,referral
1758112154920690000,Referral,1,21,3,Chrome,desktop,0,Macintosh,13,8,0.333333333,referral
1758403603414000000,Organic Search,0,20.5,4,Chrome,desktop,0,Macintosh,29,21.5,0.25,organic
1759164715589440000,Organic Search,1,5,1,Chrome,mobile,1,iOS,52,43,0,organic
1759399397245140000,Referral,0,14,1,Chrome,desktop,0,Macintosh,15,13,0,referral
1759779356678950000,Direct,0,16,22,Chrome,desktop,0,Windows,15,13,0.136363636,(none)
1761084588077500000,Referral,0,19,2,Chrome,desktop,0,Macintosh,20,16,0,referral
1761613768305100000,Referral,0,17.5,4,Chrome,desktop,0,Macintosh,8.5,7.5,0,referral
1761839274702080000,Referral,0,17,5,Chrome,desktop,0,Macintosh,4,4,0,referral
1762309596636880000,Direct,0,19,3,Chrome,desktop,0,Macintosh,12,12,0.333333333,(none)
1762540039573640000,Referral,0,20,2,Chrome,desktop,0,Chrome OS,12,10,0.5,referral
1765174534207540000,Referral,0,21,1,Chrome,desktop,0,Chrome OS,19,15,0,referral
1765448131945410000,Referral,0,1,1,Chrome,desktop,0,Linux,35,25,0,referral
1766466254683320000,Organic Search,0,17,1,Internet Explorer,desktop,0,Windows,27,18,0,organic
1766574900434070000,Referral,0,20,1,Chrome,desktop,0,Macintosh,22,17,0,referral
1772086270996280000,Referral,0,19,2,Chrome,desktop,0,Chrome OS,19,13,0,referral
1773585151550770000,Referral,1,19,1,Chrome,desktop,0,Macintosh,21,18,0,referral
1774472718303080000,Organic Search,0,18,3,Chrome,mobile,1,Android,23,14,0,organic
1774756696067190000,Organic Search,0.333333333,19,6,Chrome,desktop,0,Macintosh,16,12,0.166666667,organic
1776097454835230000,Referral,0,4,2,Chrome,desktop,0,Macintosh,43.5,32,0,referral
1776208883064730000,Organic Search,0.75,19.5,4,Safari,mobile,1,iOS,10,9,0.25,organic
1776658355119090000,Direct,0,0.5,2,Safari,desktop,0,Macintosh,10.5,9,0,(none)
1778974333351480000,Referral,0,19,1,Chrome,desktop,0,Macintosh,44,31,0,referral
1781010856470580000,Paid Search,0,12,1,Chrome,desktop,0,Windows,39,34,0,cpc
1781628475193340000,Referral,0,0,1,Chrome,desktop,0,Macintosh,57,44,0,referral
1783689121802630000,Direct,0,16,2,Chrome,desktop,0,Linux,18.5,15,0,(none)
1783799156295580000,Organic Search,0,18,1,Chrome,desktop,0,Macintosh,53,42,0,organic
1785770568670200000,Referral,0,20,4,Chrome,desktop,0,Macintosh,25,18.5,0,referral
1786848071715290000,Direct,0,3,5,Chrome,desktop,0,Macintosh,3,3,0.4,(none)
1787782148988600000,Organic Search,0,18,1,Chrome,desktop,0,Macintosh,17,15,0,organic
1788821557612060000,Organic Search,0,11,3,Chrome,desktop,0,Windows,9,9,0,organic
1790056396751620000,Referral,0,19.5,8,Chrome,desktop,0,Chrome OS,2,1.5,0.375,referral
1790257828518190000,Referral,0,4,1,Chrome,desktop,0,Macintosh,63,45,0,referral
1790630358090190000,Organic Search,0,11.5,2,Chrome,desktop,0,Chrome OS,50,37.5,0,organic
1791403729056750000,Organic Search,0,19,1,Safari,mobile,1,iOS,12,12,0,organic
1794229321970120000,Direct,0,6,1,Safari,mobile,1,iOS,51,34,0,(none)
1794290733386550000,Referral,0.3,1,10,Chrome,desktop,0,Macintosh,5,5,0.2,referral
1796752581308370000,Organic Search,0,21,1,Chrome,desktop,0,Macintosh,34,26,0,organic
1799218307967470000,Organic Search,0,19,1,Chrome,desktop,0,Macintosh,16,14,0,organic
1799384320519540000,Referral,1,4,1,Chrome,desktop,0,Macintosh,34,29,0,referral
1799811796285350000,Referral,0,19.5,2,Chrome,desktop,0,Macintosh,15,13,0,referral
1804930412747690000,Referral,0.333333333,21,3,Chrome,desktop,0,Chrome OS,26,20,0,referral
1805199738118040000,Organic Search,1,0,1,Chrome,desktop,0,Windows,27,23,0,organic
1806006534240480000,Organic Search,0.666666667,2,3,Chrome,desktop,0,Macintosh,18,15,0.333333333,organic
1807168875830630000,Referral,0,19,8,Chrome,desktop,0,Macintosh,6,4,0,referral
1807459329834750000,Organic Search,0,19,1,Chrome,desktop,0,Windows,80,70,0,organic
1811633901162130000,Organic Search,0.5,10,2,Chrome,mobile,1,Android,31,22.5,0.5,organic
1814166460229300000,Direct,0,4,15,Chrome,desktop,0,Chrome OS,59,40,0.066666667,(none)
1814633817459110000,Organic Search,1,19,1,Safari,mobile,1,iOS,28,20,0,organic
1817098361006610000,Referral,0,21.5,2,Chrome,desktop,0,Macintosh,13,13,0,referral
1817256435818850000,Organic Search,0.0625,19,16,Chrome,desktop,0,Macintosh,1.5,1.5,0.5,organic
1817311646985250000,Organic Search,0,23,1,Chrome,desktop,0,Macintosh,43,36,0,organic
1818521455599910000,Direct,0,23,1,Chrome,desktop,0,Windows,21,18,0,(none)
1820693889236770000,Organic Search,0,22,1,Chrome,tablet,1,Android,17,17,0,organic
1824403942849010000,Direct,0,2,1,Chrome,desktop,0,Macintosh,43,33,0,(none)
1827094194524010000,Direct,0,22,1,Chrome,desktop,0,Macintosh,16,16,0,(none)
1827763305655920000,Referral,0,17,4,Chrome,desktop,0,Macintosh,29.5,19.5,0,referral
1828339986405780000,Direct,0.166666667,9,6,Chrome,desktop,0,Chrome OS,8,7,0.333333333,(none)
1828950887342360000,Organic Search,0,7,1,Chrome,desktop,0,Windows,17,15,0,organic
1829928690197170000,Organic Search,0,17.5,2,Chrome,desktop,0,Macintosh,44,33,0,organic
1830678414845740000,Organic Search,0.5,17.5,2,Chrome,desktop,0,Macintosh,30,24.5,0,organic
1831648988411080000,Organic Search,0.5,10,2,Chrome,desktop,0,Macintosh,28.5,25,0,organic
1832154460054500000,Referral,0,18,4,Chrome,desktop,0,Linux,12,9,0.25,referral
1832346198788990000,Organic Search,1,21,2,Chrome,desktop,0,Macintosh,18.5,13.5,0.5,organic
1833282132105100000,Direct,0,16,1,Chrome,desktop,0,Chrome OS,15,13,0,(none)
1833474884498010000,Direct,0,20.5,2,Chrome,desktop,0,Linux,11,9.5,0,(none)
1833888103682130000,Organic Search,0,17,1,Safari,desktop,0,Macintosh,20,20,0,organic
1835011488823000000,Organic Search,0,9.5,2,Chrome,desktop,0,Windows,36,27,0,organic
1835132804289980000,Referral,0,20.5,12,Chrome,desktop,0,Macintosh,8,6.5,0,referral
1836393666420370000,Referral,0,16,1,Chrome,desktop,0,Chrome OS,24,21,0,referral
1838185518562710000,Organic Search,0.375,13.5,8,Safari,mobile,1,iOS,4.5,4.5,0.125,organic
1840851331130600000,Referral,0,16,2,Chrome,desktop,0,Macintosh,18.5,16,0,referral
1841706161179040000,Referral,0,21,5,Chrome,desktop,0,Macintosh,8,8,0.2,referral
1842106171508050000,Organic Search,0.5,16,4,Edge,desktop,0,Windows,7.5,7.5,0,organic
1845281550200980000,Organic Search,0,15.5,2,Firefox,desktop,0,Macintosh,19.5,17.5,0,organic
1845526144888940000,Direct,0,13,1,Chrome,desktop,0,Linux,18,15,0,(none)
1845647655328670000,Referral,0,9.5,2,Chrome,desktop,0,Chrome OS,32,21,0,referral
1849906954215290000,Social,0.5,10,2,Safari,mobile,1,iOS,16,14.5,0.5,referral
1852474862116270000,Organic Search,0,5,6,Chrome,desktop,0,Macintosh,16,13,0,organic
1852649172317720000,Paid Search,0,18,5,Chrome,desktop,0,Macintosh,8,8,0.2,cpc
1853354006844030000,Organic Search,0,14.5,2,Chrome,desktop,0,Windows,51.5,37,0,organic
1853598182868350000,Referral,0,17,1,Chrome,desktop,0,Linux,13,13,0,referral
1854405837570980000,Organic Search,0.5,14,2,Chrome,desktop,0,Windows,30,23,0.5,organic
1856789034184740000,Referral,0,21,8,Chrome,desktop,0,Macintosh,4,4,0.375,referral
1859923053751180000,Organic Search,0,22,1,Chrome,desktop,0,Macintosh,11,11,0,organic
1859987569807690000,Direct,0.5,11.5,4,Chrome,desktop,0,Macintosh,10.5,10,0,(none)
1860043119343060000,Organic Search,0.666666667,13,3,Firefox,desktop,0,Windows,26,20,0,organic
1860143669054960000,Organic Search,0,17,2,Chrome,desktop,0,Macintosh,16.5,14.5,0.5,organic
1860697994072840000,Paid Search,0.142857143,12,7,Chrome,mobile,1,iOS,3,3,0.428571429,cpc
1862421020619340000,Referral,0,19,3,Chrome,desktop,0,Macintosh,26,21,0,referral
1862546724568840000,Organic Search,0,18,2,Chrome,desktop,0,Macintosh,9,9,0.5,organic
1863054289029270000,Direct,0,20,7,Chrome,desktop,0,Macintosh,2,2,0.428571429,(none)
1863623332795450000,Organic Search,1,20,1,Safari,mobile,1,iOS,99,82,0,organic
1864017936714420000,Referral,0,1,1,Chrome,desktop,0,Macintosh,78,62,0,referral
1864783493750770000,Referral,0.333333333,21,3,Chrome,desktop,0,Macintosh,2,2,0,referral
1865140170192820000,Referral,0,18,2,Chrome,desktop,0,Macintosh,26,21,0,referral
1866457015323940000,Organic Search,0,16,1,Safari,mobile,1,iOS,21,15,0,organic
1868405397995150000,Organic Search,0,0,1,Safari,mobile,1,iOS,24,24,0,organic
1868935000075620000,Organic Search,0,19,4,Safari,desktop,0,Macintosh,6.5,4.5,0,organic
1869599090210680000,Referral,0.055555556,19,18,Chrome,desktop,0,Macintosh,2.5,2,0.277777778,referral
1871702930440780000,Referral,0,14,1,Chrome,desktop,0,Linux,16,14,0,referral
1872757799140810000,Paid Search,0,20,1,Safari,desktop,0,Macintosh,19,15,0,cpc
1875268638592940000,Organic Search,0.666666667,20,3,Chrome,mobile,1,iOS,4,4,0.333333333,organic
1875834855839560000,Referral,0.333333333,21,3,Chrome,desktop,0,Macintosh,20,18,0,referral
1878787981465510000,Direct,0,19,2,Edge,desktop,0,Windows,21,15.5,0.5,(none)
1881458907401960000,Referral,0.428571429,19,7,Chrome,desktop,0,Macintosh,41,26,0,referral
1882187047309790000,Organic Search,0,15.5,2,Safari,mobile,1,iOS,20,17,0,organic
1882371542926030000,Direct,1,1,1,Chrome,tablet,1,Android,35,28,0,(none)
1884511874414750000,Organic Search,1,5,7,Safari,mobile,1,iOS,86,64,0.285714286,organic
1885392946834130000,Direct,0,19,1,Chrome,desktop,0,Windows,51,40,0,(none)
1885575457462590000,Organic Search,0,16,1,Safari,desktop,0,Macintosh,58,44,0,organic
1885676882208410000,Organic Search,0,23,1,Chrome,desktop,0,Linux,23,19,0,organic
1888745689624470000,Direct,0,19,8,Chrome,desktop,0,Macintosh,17.5,13.5,0,(none)
1889119833894760000,Referral,0,21,1,Chrome,desktop,0,Macintosh,33,24,0,referral
1889446797400500000,Direct,1,23,2,Chrome,desktop,0,Linux,33,22.5,0,(none)
1891695043841600000,Organic Search,1,1,2,Safari,desktop,0,Macintosh,32,26.5,0,organic
1891868313007220000,Organic Search,0,16,3,Chrome,desktop,0,Windows,10,10,0,organic
1892415796758950000,Direct,0,9.5,4,Chrome,desktop,0,Chrome OS,7,6,0,(none)
1892504515910810000,Organic Search,0,5,3,Firefox,desktop,0,Windows,22,16,0,organic
1894617860778310000,Organic Search,0,3.5,4,Chrome,desktop,0,Macintosh,16.5,14,0,organic
1895007641407660000,Referral,0,17.5,4,Chrome,desktop,0,Macintosh,1,1,0.75,referral
1895782678595490000,Referral,0.166666667,17,6,Chrome,desktop,0,Macintosh,6.5,6,0.333333333,referral
1896035155990570000,Direct,0,21,1,Chrome,desktop,0,Macintosh,62,44,0,(none)
1896927659372880000,Organic Search,0,17.5,2,Chrome,desktop,0,Macintosh,9,8,0,organic
1899188148702010000,Referral,0.411764706,15,17,Chrome,desktop,0,Macintosh,7,7,0.176470588,referral
1900751757344350000,Referral,0,17,2,Chrome,desktop,0,Macintosh,13,11,0,referral
1900860815673580000,Organic Search,0,15,5,Chrome,desktop,0,Chrome OS,25,18,0,organic
1900898927258750000,Referral,0,21,1,Chrome,desktop,0,Macintosh,25,20,0,referral
1901345601701390000,Referral,0,7.5,2,Chrome,desktop,0,Macintosh,18,14,0.5,referral
1901353870943860000,Organic Search,0,20,2,Safari,mobile,1,iOS,14,11.5,0.5,organic
1902004978039010000,Organic Search,0,14,3,Safari,tablet,1,iOS,3,3,0.333333333,organic
1905601603242260000,Organic Search,0,22,1,Chrome,desktop,0,Macintosh,71,56,0,organic
1906926996764470000,Referral,0,1,3,Chrome,desktop,0,Macintosh,4,4,0,referral
1907472176761890000,Referral,0,14,6,Chrome,desktop,0,Macintosh,29.5,24,0.333333333,referral
1907624706752110000,Direct,0,20.5,2,Chrome,desktop,0,Macintosh,24,20.5,0,(none)
1907885199880040000,Direct,0,21.5,4,Chrome,desktop,0,Macintosh,7.5,3.5,0,(none)
1908025303707710000,Organic Search,0,0,4,Chrome,desktop,0,Macintosh,10.5,9.5,0.25,organic
1908229962583610000,Organic Search,1,18.5,2,Chrome,desktop,0,Windows,16,14,0,organic
1911795501373920000,Referral,0,14,2,Chrome,desktop,0,Chrome OS,34.5,27,0,referral
1912171696404610000,Referral,0,17,3,Chrome,desktop,0,Macintosh,14,14,0,referral
1912325776785510000,Direct,0,20,2,Chrome,desktop,0,Macintosh,16,14,0,(none)
1913537324529990000,Referral,0.333333333,13,3,Chrome,desktop,0,Macintosh,22,21,0,referral
1915070543661500000,Direct,1,7,2,Firefox,mobile,1,Android,29,19,0,(none)
1915538933685270000,Referral,0.076923077,16,13,Chrome,desktop,0,Chrome OS,3,3,0.230769231,referral
1915695559996080000,Organic Search,0,3,1,Chrome,desktop,0,Windows,16,14,0,organic
1916023905118160000,Referral,0.285714286,18,7,Chrome,desktop,0,Macintosh,20,17,0.285714286,referral
1916313018112370000,Display,0,16.5,4,Chrome,desktop,0,Macintosh,5.5,4.5,0,cpm
1917703421889330000,Direct,0,19,1,Chrome,desktop,0,Windows,18,18,0,(none)
1918500785081950000,Organic Search,0,17,14,Chrome,mobile,1,Android,9,7.5,0.428571429,organic
1919186994660630000,Direct,0,21,1,Chrome,desktop,0,Macintosh,25,22,0,(none)
1921325710867530000,Referral,0,21,4,Chrome,desktop,0,Macintosh,11,8.5,0,referral
1921879989553250000,Referral,0.25,17,4,Chrome,desktop,0,Macintosh,8.5,6,0,referral
1922068803710050000,Direct,0,22,1,Chrome,desktop,0,Windows,24,22,0,(none)
1922510765164330000,Referral,0,20,1,Chrome,desktop,0,Macintosh,37,29,0,referral
1922536845404330000,Referral,0,21.5,2,Chrome,desktop,0,Linux,8.5,7,0,referral
1922879125134890000,Referral,0,11,2,Chrome,desktop,0,Macintosh,16.5,14,0,referral
1924458237730000000,Paid Search,0.333333333,22,3,Safari,mobile,1,iOS,13,12,0,cpc
1924849965126840000,Paid Search,0,0,1,Chrome,desktop,0,Windows,38,27,0,cpc
1924994271392730000,Organic Search,0.333333333,16,3,Chrome,mobile,1,Android,18,14,0.333333333,organic
1925633389522220000,Organic Search,0,18.5,2,Chrome,desktop,0,Macintosh,28.5,24.5,0,organic
1927175312147750000,Referral,0.153846154,16,13,Chrome,desktop,0,Macintosh,11,9,0,referral
1929978424426570000,Organic Search,0.238095238,9,21,Chrome,desktop,0,Windows,2,2,0.333333333,organic
1930047629399360000,Direct,0,17,2,Chrome,desktop,0,Macintosh,45.5,32.5,0,(none)
1930306935121250000,Referral,0.25,13.5,4,Chrome,desktop,0,Macintosh,2,2,0,referral
1930328247760050000,Organic Search,0.142857143,9,7,Chrome,desktop,0,Windows,1,1,0.571428571,organic
1930841378800730000,Organic Search,0.285714286,19,7,Safari,desktop,0,Macintosh,8,7,0,organic
1931486566224790000,Referral,0,15,3,Chrome,desktop,0,Macintosh,2,2,0,referral
1931723981901560000,Referral,1,6,1,Chrome,desktop,0,Macintosh,27,23,0,referral
1936804138170450000,Organic Search,0,1,1,Chrome,desktop,0,Macintosh,14,14,0,organic
1937147720930640000,Organic Search,0,16.5,2,Chrome,desktop,0,Windows,12,11,0,organic
1939406125512680000,Referral,0,19,9,Chrome,desktop,0,Macintosh,6,5,0,referral
